"MunicipalityName","FIPS_ID","FIPS_ID_Flag","GNIS_ID","GNIS_ID_Flag","DOLA_LG_ID","DOLA_LG_ID_Flag","BNDSS_ID","BNDSS_ID_Flag","PWS_ID","PWS_ID_Flag","DWR_WaterDistrict_ID","DWR_WaterDistrict_ID_Flag","County_CSV","NumCounty","IBCC_Basin_CSV","Num_IBCC_Basin","Latitude","Longitude","Lat_Long_Flag","Website","Website_Flag","Comment"
Merino,50040,G,2412985,G,38011,G,Merino,C,CO0138025,G,,x,Logan,1,South Platte,1,40.483696,-103.353644,,,,New BNDSS ID; did not have an ID in original BNDSS
Milliken,50480,G,2413000,G,62043,G,Milliken,G,CO0162511,G,,x,Weld,1,South Platte,1,40.310302,-104.855720,,http://millikenco.gov/,G,
Minturn,50920,G,2413005,G,19024,G,Minturn,C,CO0119510,G,,x,Eagle,1,Colorado,1,39.545658,-106.386476,,,,New BNDSS ID; did not have an ID in original BNDSS
Moffat,51250,G,2413006,G,55005,G,Moffat,C,,M,,x,Saguache,1,Rio Grande,1,38.001922,-105.904881,,,,New BNDSS ID; did not have an ID in original BNDSS
Monte Vista,51635,G,2411143,G,53005,G,MonteVista,G,CO0153600,G,,x,Rio Grande,1,Rio Grande,1,37.578860,-106.150015,,,,
Montezuma,51690,G,2413008,G,59028,G,Montezuma,C,,M,,x,Summit,1,Colorado,1,39.581488,-105.867649,,,,New BNDSS ID; did not have an ID in original BNDSS
Montrose,51745,G,2411151,G,43004,G,Montrose,G,CO0143518,G,,x,Montrose,1,Gunnison,1,38.468826,-107.859386,,,,
Monument,51800,G,2413009,G,21032,G,Monument,G,CO0121475,G,,x,El Paso,1,Arkansas,1,39.073227,-104.846099,,http://www.townofmonument.org/,G,
Morrison,52075,G,2413014,G,30065,G,Morrison,G,CO0130085,G,,x,Jefferson,1,Metro,1,39.642922,-105.193672,,,,
Mount Crested Butte,52570,G,2413018,G,26011,G,MtCrestedButte,G,,M,,x,Gunnison,1,Gunnison,1,38.908150,-106.960465,,,,
Mountain View,52350,G,2413021,G,30067,G,MtnView,G,CO0130518,G,,x,Jefferson,1,Metro,1,39.774769,-105.056773,,,,
Mountain Village,52550,G,2413024,G,57027,G,MtnVillage,C,CO0157400,G,,x,San Miguel,1,Southwest,1,37.932344,-107.857548,,,,New BNDSS ID; did not have an ID in original BNDSS
Naturita,53120,G,2413035,G,43005,G,Naturita,C,CO0143533,G,,x,Montrose,1,Southwest,1,38.218334,-108.566610,,,,New BNDSS ID; did not have an ID in original BNDSS
Nederland,53175,G,2413037,G,07033,G,Nederland,C,CO0107538,G,,x,Boulder,1,South Platte,1,39.963280,-105.507173,,,,New BNDSS ID; did not have an ID in original BNDSS
New Castle,53395,G,2413042,G,23012,G,NewCastle,G,CO0123538,G,,x,Garfield,1,Colorado,1,39.577584,-107.526809,,,,
Northglenn,54330,G,2411280,G,64198,G,Northglenn,G,CO0101115,G,,x,"Adams, Weld",2,"Metro, South Platte",2,39.910650,-104.978275,,https://www.northglenn.org/,G,
Norwood,54880,G,2413057,G,57007,G,Norwood,G,,M,,x,San Miguel,1,Southwest,1,38.129052,-108.291818,,,,
Nucla,54935,G,2413058,G,43007,G,Nucla,G,CO0143559,G,,x,Montrose,1,Southwest,1,38.266712,-108.548742,,,,
Nunn,55045,G,2413059,G,62045,G,Nunn,C,CO0162559,G,,x,Weld,1,South Platte,1,40.713256,-104.788313,,,,New BNDSS ID; did not have an ID in original BNDSS
Oak Creek,55155,G,2413061,G,54010,G,OakCrk,G,CO0154566,G,,x,Routt,1,Yampa,1,40.274068,-106.957403,,,,
Olathe,55540,G,2413078,G,43012,G,Olathe,G,CO0143582,G,,x,Montrose,1,Gunnison,1,38.608195,-107.983386,,,,
Olney Springs,55705,G,2413079,G,13004,G,OlneySpgs,G,CO0113500,G,,x,Crowley,1,Arkansas,1,38.166274,-103.944491,,,,
Ophir,55870,G,2413085,G,57008,G,Ophir,C,CO0157600,G,,x,San Miguel,1,Southwest,1,37.856809,-107.831243,,,,New BNDSS ID; did not have an ID in original BNDSS
Orchard City,55980,G,2413088,G,15022,G,OrchardCity,G,CO0115588,G,,x,Delta,1,Gunnison,1,38.814462,-107.970446,,,,
Ordway,56145,G,2413090,G,13006,G,Ordway,G,CO0113700,G,,x,Crowley,1,Arkansas,1,38.220898,-103.756680,,,,
Otis,56365,G,2413094,G,61006,G,Otis,G,CO0161010,G,,x,Washington,1,South Platte,1,40.150129,-102.962139,,,,
Ouray,56420,G,2411342,G,46007,G,Ouray,G,CO0146588,G,,x,Ouray,1,Gunnison,1,38.027463,-107.673310,,,,
Ovid,56475,G,2413096,G,58007,G,Ovid,G,CO0158005,G,,x,Sedgwick,1,South Platte,1,40.960818,-102.388343,,,,
Pagosa Springs,56860,G,2413099,G,04006,G,PagosaSpgs,G,,M,,x,Archuleta,1,Southwest,1,37.267059,-107.032155,,,,
Palisade,56970,G,2413101,G,39034,G,Palisade,G,CO0139600,G,,x,Mesa,1,Colorado,1,39.108248,-108.357391,,,,
Palmer Lake,57025,G,2413103,G,21034,G,PalmerLake,G,CO0121575,G,,x,El Paso,1,Arkansas,1,39.115196,-104.906009,,http://www.townofpalmerlake.com/,G,
Paoli,57245,G,2413107,G,48006,G,Paoli,C,CO0148010,G,,x,Phillips,1,South Platte,1,40.612758,-102.471769,,,,New BNDSS ID; did not have an ID in original BNDSS
Paonia,57300,G,2413109,G,15025,G,Paonia,G,CO0115601,G,,x,Delta,1,Gunnison,1,38.869758,-107.591982,,,,
Parachute,57400,G,2413110,G,23013,G,Parachute,C,CO0123602,G,,x,Garfield,1,Colorado,1,39.448543,-108.058250,,,,New BNDSS ID; did not have an ID in original BNDSS
Parker,57630,G,2413117,G,18028,G,Parker,C,,M,,x,Douglas,1,Metro,1,39.508029,-104.775085,,http://www.parkeronline.org/,G,New BNDSS ID; did not have an ID in original BNDSS
Peetz,58235,G,2413123,G,38016,G,Peetz,G,CO0138030,G,,x,Logan,1,South Platte,1,40.961878,-103.113943,,,,
Pierce,59005,G,2413129,G,62046,G,Pierce,C,CO0162610,G,,x,Weld,1,South Platte,1,40.633499,-104.755180,,,,New BNDSS ID; did not have an ID in original BNDSS
Pitkin,59830,G,2413138,G,26012,G,Pitkin,C,,M,,x,Gunnison,1,Gunnison,1,38.608719,-106.514932,,,,New BNDSS ID; did not have an ID in original BNDSS
Platteville,60160,G,2412489,G,62050,G,Platteville,G,CO0162615,G,,x,Weld,1,South Platte,1,40.221992,-104.833607,,,,
Poncha Springs,60600,G,2412495,G,08006,G,PonchaSpgs,G,CO0108650,G,,x,Chaffee,1,Arkansas,1,38.513284,-106.092247,,,,
Pritchett,61315,G,2412509,G,05006,G,Pritchett,C,CO0105300,G,,x,Baca,1,Arkansas,1,37.370009,-102.858749,,,,New BNDSS ID; did not have an ID in original BNDSS
Pueblo,62000,G,2411501,G,51016,G,PuebloBWW,G,CO0151500,G,,x,Pueblo,1,Arkansas,1,38.270629,-104.613054,,,,
Ramah,62660,G,2412523,G,21036,G,Ramah,C,CO0121675,G,,x,El Paso,1,Arkansas,1,39.121433,-104.167334,,,,New BNDSS ID; did not have an ID in original BNDSS
Rangely,62880,G,2412528,G,52015,G,Rangely,G,CO0152666,G,,x,Rio Blanco,1,Yampa,1,40.086091,-108.779460,,,,
Raymer,63045,G,2412533,G,62051,G,Raymer,C,CO0162666,G,,x,Weld,1,South Platte,1,40.607949,-103.843597,,,,New BNDSS ID; did not have an ID in original BNDSS
Red Cliff,63265,G,2412535,G,19026,G,RedCliff,C,CO0119671,G,,x,Eagle,1,Colorado,1,39.509256,-106.369930,,,,New BNDSS ID; did not have an ID in original BNDSS
Rico,64090,G,2412550,G,17007,G,Rico,G,CO0117700,G,,x,Dolores,1,Southwest,1,37.689081,-108.031673,,,,
Ridgway,64200,G,2412551,G,46009,G,Ridgway,G,CO0146676,G,,x,Ouray,1,Gunnison,1,38.157150,-107.754610,,,,
Rifle,64255,G,2410947,G,23017,G,Rifle,G,CO0123676,G,,x,Garfield,1,Colorado,1,39.536041,-107.773106,,https://www.rifleco.org/,G,
Rockvale,64970,G,2412564,G,22018,G,Rockvale,C,CO0122800,G,,x,Fremont,1,Arkansas,1,38.364443,-105.164880,,,,New BNDSS ID; did not have an ID in original BNDSS
Rocky Ford,65190,G,2410983,G,45014,G,RockyFord,G,CO0145600,G,,x,Otero,1,Arkansas,1,38.050027,-103.722497,,,,
Romeo,65740,G,2412574,G,11013,G,Romeo,C,CO0111800,G,,x,Conejos,1,Rio Grande,1,37.171746,-105.985457,,,,New BNDSS ID; did not have an ID in original BNDSS
Rye,66895,G,2412588,G,51018,G,Rye,C,CO0151700,G,,x,Pueblo,1,Arkansas,1,37.921258,-104.931926,,,,New BNDSS ID; did not have an ID in original BNDSS
Saguache,67005,G,2412591,G,55008,G,Saguache,C,CO0155800,G,,x,Saguache,1,Rio Grande,1,38.086335,-106.141046,,,,New BNDSS ID; did not have an ID in original BNDSS
Salida,67280,G,2411766,G,08007,G,Salida,G,CO0108700,G,,x,Chaffee,1,Arkansas,1,38.530577,-105.998720,,,,
San Luis,68105,G,2413253,G,12009,G,SanLuis,C,,M,,x,Costilla,1,Rio Grande,1,37.200732,-105.424120,,,,New BNDSS ID; did not have an ID in original BNDSS
Sanford,67830,G,2413256,G,11016,G,Sanford,G,CO0111900,G,,x,Conejos,1,Rio Grande,1,37.257383,-105.900873,,,,
Sawpit,68655,G,2413263,G,57017,G,Sawpit,C,CO0157700,G,,x,San Miguel,1,Southwest,1,37.994698,-108.002157,,,,New BNDSS ID; did not have an ID in original BNDSS
Sedgwick,68930,G,2413269,G,58012,G,Sedgwick,C,CO0158010,G,,x,Sedgwick,1,South Platte,1,40.935755,-102.526071,,,,New BNDSS ID; did not have an ID in original BNDSS
Seibert,69040,G,2413270,G,32015,G,Seibert,C,CO0132015,G,,x,Kit Carson,1,South Platte,1,39.297967,-102.869524,,,,New BNDSS ID; did not have an ID in original BNDSS
Severance,69150,G,2413272,G,62053,G,Severance,G,CO0162707,G,,x,Weld,1,South Platte,1,40.527285,-104.865735,,http://townofseverance.org/,G,
Sheridan,69645,G,2411885,G,03065,G,SheridanWS,G,CO0103709,G,,x,Arapahoe,1,Metro,1,39.646775,-105.018176,,,,
Sheridan Lake,69700,G,2413280,G,31008,G,SheridanLake,C,,M,,x,Kiowa,1,Arkansas,1,38.466714,-102.294444,,,,New BNDSS ID; did not have an ID in original BNDSS
Silt,70195,G,2413284,G,23019,G,Silt,G,CO0123710,G,,x,Garfield,1,Colorado,1,39.548173,-107.653586,,,,
Silver Cliff,70250,G,2413286,G,14004,G,SilverCliff,C,,M,,x,Custer,1,Arkansas,1,38.120376,-105.410415,,,,New BNDSS ID; did not have an ID in original BNDSS
Silver Plume,70360,G,2413287,G,10009,G,SilverPlume,C,CO0110035,G,,x,Clear Creek,1,South Platte,1,39.695698,-105.726456,,,,New BNDSS ID; did not have an ID in original BNDSS
Silverthorne,70525,G,2413288,G,59018,G,SilverthorneWS,G,CO0159095,G,,x,Summit,1,Colorado,1,39.656137,-106.086849,,,,
Silverton,70580,G,2413289,G,56002,G,Silverton,C,CO0156600,G,,x,San Juan,1,Southwest,1,37.810696,-107.665340,,,,New BNDSS ID; did not have an ID in original BNDSS
Simla,70635,G,2413290,G,20006,G,Simla,C,CO0120025,G,,x,Elbert,1,Arkansas,1,39.141052,-104.081814,,,,New BNDSS ID; did not have an ID in original BNDSS
Snowmass Village,71755,G,2413302,G,49012,G,SnowmassVillage,C,,M,,x,Pitkin,1,Colorado,1,39.221097,-106.938974,,,,New BNDSS ID; did not have an ID in original BNDSS
South Fork,72395,G,2413307,G,53013,G,SouthFork,C,,M,,x,Rio Grande,1,Rio Grande,1,37.668815,-106.643205,,,,New BNDSS ID; did not have an ID in original BNDSS
Springfield,73330,G,2413324,G,05011,G,Springfield,G,CO0105500,G,,x,Baca,1,Arkansas,1,37.404915,-102.618898,,,,
Starkville,73715,G,2413331,G,36010,G,Starkville,C,CO0136724,G,,x,Las Animas,1,Arkansas,1,37.116820,-104.523298,,,,New BNDSS ID; did not have an ID in original BNDSS
Steamboat Springs,73825,G,2411976,G,54023,G,SteamboatSpgs,G,CO0154725,G,,x,Routt,1,Yampa,1,40.477697,-106.824322,,,,
Sterling,73935,G,2411978,G,38019,G,Sterling,G,CO0138045,G,,x,Logan,1,South Platte,1,40.624426,-103.199017,,http://www.sterlingcolo.com/,G,
Stratton,74485,G,2413341,G,32020,G,Stratton,C,CO0132020,G,,x,Kit Carson,1,South Platte,1,39.302883,-102.603473,,,,New BNDSS ID; did not have an ID in original BNDSS
Sugar City,74815,G,2413346,G,13007,G,SugarCity,G,CO0113900,G,,x,Crowley,1,Arkansas,1,38.232773,-103.663312,,,,
Superior,75640,G,2413354,G,64183,G,Superior,G,,M,,x,"Boulder, Jefferson",2,South Platte,1,39.933590,-105.159291,,http://superiorcolorado.gov/,G,
Swink,75970,G,2413358,G,45015,G,Swink,G,CO0145720,G,,x,Otero,1,Arkansas,1,38.014115,-103.627835,,,,
Telluride,76795,G,2413371,G,57014,G,Telluride,G,CO0157800,G,,x,San Miguel,1,Southwest,1,37.936263,-107.826503,,,,
Thornton,77290,G,2412064,G,64264,G,Thornton,G,CO0101150,G,,x,"Adams, Weld",2,Metro,1,39.920507,-104.944528,,https://www.cityofthornton.net/Pages/default.aspx,G,
Timnath,77510,G,2413391,G,35044,G,Timnath,C,CO0055699,G,,x,Larimer,1,South Platte,1,40.533374,-104.960485,,,,New BNDSS ID; did not have an ID in original BNDSS
Trinidad,78610,G,2412094,G,36011,G,Trinidad,G,CO0136800,G,,x,Las Animas,1,Arkansas,1,37.174857,-104.490816,,,,
Two Buttes,79270,G,2413409,G,05016,G,TwoButtes,C,CO0105700,G,,x,Baca,1,Arkansas,1,37.560664,-102.396556,,,,New BNDSS ID; did not have an ID in original BNDSS
Vail,80040,G,2413415,G,19038,G,Vail,G,,M,,x,Eagle,1,Colorado,1,39.638501,-106.361256,,,,
Victor,80865,G,2412153,G,60012,G,Victor,C,CO0160700,G,,x,Teller,1,Arkansas,1,38.708701,-105.141906,,,,New BNDSS ID; did not have an ID in original BNDSS
Vilas,81030,G,2413433,G,05019,G,Vilas,G,CO0105800,G,,x,Baca,1,Arkansas,1,37.373664,-102.447416,,,,
Vona,81690,G,2413437,G,32023,G,Vona,C,CO0132025,G,,x,Kit Carson,1,South Platte,1,39.302119,-102.743352,,,,New BNDSS ID; did not have an ID in original BNDSS
Walden,82130,G,2413440,G,29006,G,Walden,G,CO0129834,G,,x,Jackson,1,North Platte,1,40.731584,-106.281336,,,,
Walsenburg,82350,G,2412176,G,28010,G,Walsenburg,G,CO0128900,G,,x,Huerfano,1,Arkansas,1,37.630598,-104.781721,,,,
Walsh,82460,G,2413444,G,05023,G,Walsh,G,CO0105900,G,,x,Baca,1,Arkansas,1,37.386107,-102.279933,,,,
Ward,82735,G,2413449,G,07042,G,Ward,C,CO0107834,G,,x,Boulder,1,South Platte,1,40.072166,-105.513883,,,,New BNDSS ID; did not have an ID in original BNDSS
Wellington,83230,G,2413464,G,35047,G,Wellington,G,CO0135838,G,,x,Larimer,1,South Platte,1,40.698698,-105.005937,,,,
Westcliffe,83450,G,2413471,G,14005,G,Westcliffe,C,,M,,x,Custer,1,Arkansas,1,38.133932,-105.465401,,,,New BNDSS ID; did not have an ID in original BNDSS
Westminster,83835,G,2412237,G,64153,G,Westminster,G,CO0101170,G,,x,"Adams, Jefferson",2,Metro,1,39.883670,-105.062408,,https://www.cityofwestminster.us/,G,
Wheat Ridge,84440,G,2412248,G,30093,G,WheatRidge,C,,M,,x,Jefferson,1,Metro,1,39.772750,-105.102943,,,,New BNDSS ID; did not have an ID in original BNDSS
Wiggins,84770,G,2413486,G,44016,G,Wiggins,C,CO0144035,G,,x,Morgan,1,South Platte,1,40.228749,-104.072135,,,,New BNDSS ID; did not have an ID in original BNDSS
Wiley,85045,G,2413488,G,50017,G,Wiley,G,CO0150900,G,,x,Prowers,1,Arkansas,1,38.154924,-102.719118,,,,
Williamsburg,85155,G,2413490,G,22019,G,Williamsburg,C,CO0122950,G,,x,Fremont,1,Arkansas,1,38.384006,-105.170993,,,,New BNDSS ID; did not have an ID in original BNDSS
Windsor,85485,G,2413496,G,64225,G,Windsor,G,CO0162843,G,,x,"Larimer, Weld",2,South Platte,1,40.467906,-104.921328,,https://www.windsorgov.com/,G,
Winter Park,85705,G,2413502,G,25025,G,WinterPark,C,,M,,x,Grand,1,Colorado,1,39.877910,-105.783012,,,,New BNDSS ID; did not have an ID in original BNDSS
Woodland Park,86090,G,2412303,G,60015,G,WoodlandPark,C,CO0160900,G,,x,Teller,1,"Arkansas, Metro",2,38.998484,-105.059397,,,,New BNDSS ID; did not have an ID in original BNDSS
Wray,86310,G,2412310,G,63010,G,Wray,G,CO0163010,G,,x,Yuma,1,South Platte,1,40.080198,-102.228401,,,,
Yampa,86475,G,2413518,G,54030,G,Yampa,G,CO0154900,G,,x,Routt,1,Yampa,1,40.153015,-106.908587,,,,
Yuma,86750,G,2412329,G,63017,G,Yuma,G,CO0163020,G,,x,Yuma ,1,South Platte,1,40.123474,-102.716136,,,,
